"","A1","A2","A3","B1","B2","B3","B4","А4"
"ENSG00000030582",2921,2368,2832,901,749,722,867,2686
"ENSG00000031003",1344,1625,1486,1594,1428,1598,1580,1365
"ENSG00000031081",714,521,888,325,341,463,461,425
"ENSG00000031691",139,161,154,38,28,47,33,147
"ENSG00000031698",2703,2483,2687,1260,1233,1200,1208,2541
"ENSG00000031823",565,635,574,409,458,359,400,479
"ENSG00000032219",1237,1516,1260,1679,1456,1695,1631,1332
"ENSG00000032389",372,374,431,353,327,361,403,477
"ENSG00000032444",1227,1139,1496,354,395,352,372,1338
"ENSG00000032742",624,626,664,381,251,351,323,619
"ENSG00000033011",537,586,608,330,293,256,305,588
"ENSG00000033030",1054,1138,1122,593,630,596,601,1121
"ENSG00000033050",576,437,592,382,348,393,382,550
"ENSG00000033100",959,913,973,655,736,514,633,955
"ENSG00000033122",139,200,196,96,126,130,119,122
"ENSG00000033170",1417,1533,1623,993,973,897,1073,1521
"ENSG00000033178",2768,2705,3290,1757,1574,1790,1825,2945
"ENSG00000033327",1072,1138,1224,1397,1134,1290,1137,1085
"ENSG00000033627",2046,2090,2034,1008,1067,972,968,2017
"ENSG00000033800",2663,2614,2893,3362,3508,3106,3175,2732
"ENSG00000033867",21351,23072,21775,1758,1827,2173,1871,21499
"ENSG00000034053",86,29,80,208,184,197,150,89
"ENSG00000034152",899,698,882,990,994,975,888,814
"ENSG00000034239",36,29,38,29,24,20,35,27
"ENSG00000034510",11235,9040,11188,6278,6554,6547,6764,12260
"ENSG00000034533",742,711,748,439,424,419,430,645
"ENSG00000034677",3997,4822,3934,2133,2422,2693,2555,4248
"ENSG00000034693",463,380,435,201,241,219,201,451
"ENSG00000034713",1151,1207,1188,1153,1096,1151,1042,1206
"ENSG00000034971",401,340,417,4,9,4,3,357
"ENSG00000035115",1968,1793,1892,825,906,806,901,1886
"ENSG00000035141",969,1022,1024,348,303,286,252,1020
"ENSG00000035403",5754,6005,5688,3158,3100,3225,3033,5351
"ENSG00000035499",333,344,349,77,98,81,77,349
"ENSG00000035664",3440,3255,3593,1034,1064,968,1019,3455
"ENSG00000035681",812,1026,934,1137,1293,1210,1181,816
"ENSG00000035687",1276,1438,1442,1127,1172,1193,1174,1409
"ENSG00000035720",61,54,62,127,89,107,85,63
"ENSG00000035862",1512,1483,1449,402,353,379,366,1407
"ENSG00000035928",1994,1721,1866,1069,1036,1262,957,1582
"ENSG00000036054",3305,3301,3161,1016,993,1170,965,3303
"ENSG00000036257",2025,2050,2125,2120,1843,1997,2001,2133
"ENSG00000036448",125,71,125,94,126,144,131,96
"ENSG00000036473",2099,2036,2107,26,29,47,44,2272
"ENSG00000036530",596,633,583,1082,1043,1081,1083,680
"ENSG00000036549",1880,2032,2055,1212,1240,1178,1333,1919
"ENSG00000036565",94,101,105,66,77,69,87,84
"ENSG00000036672",531,518,461,10,18,17,28,407
"ENSG00000036828",384,445,435,736,690,704,841,384
"ENSG00000037042",82,80,85,55,46,33,58,79
"ENSG00000037241",149,156,171,35,32,31,33,181
"ENSG00000037280",238,185,194,102,120,83,140,196
"ENSG00000037474",1195,1232,1176,1192,1117,1336,1034,1279
"ENSG00000037637",959,962,1027,726,809,738,737,1008
"ENSG00000037749",1080,1093,1041,1137,1052,1079,1032,1042
"ENSG00000037757",788,715,720,405,396,399,302,796
"ENSG00000037897",79,77,84,32,41,31,48,66
"ENSG00000037965",2,0,1,6,12,4,14,0
"ENSG00000038002",599,518,578,316,266,318,286,579
"ENSG00000038210",7478,8211,7819,361,413,421,372,8291
"ENSG00000038219",2683,2432,2434,6378,5977,6711,5759,2362
"ENSG00000038274",4715,4598,4411,2276,2327,2361,2348,4765
"ENSG00000038295",602,547,505,23,24,29,41,527
"ENSG00000038358",1215,1100,1428,380,422,370,365,1027
"ENSG00000038382",2282,2319,2224,1301,1521,1488,1356,2176
"ENSG00000038427",1165,1196,1133,21959,23667,24432,23746,1045
"ENSG00000038532",1258,1241,1136,1228,1255,1126,1157,1143
"ENSG00000038945",455,553,432,336,280,301,260,457
"ENSG00000039068",12787,12611,12679,375,734,387,542,13362
"ENSG00000039123",3578,3922,3645,1206,1282,1271,1240,3572
"ENSG00000039139",85,60,59,80,40,63,36,50
"ENSG00000039319",2468,2594,2068,2896,2905,3375,2755,2299
"ENSG00000039523",191,150,206,281,270,215,291,177
"ENSG00000039537",92,69,76,56,19,37,34,77
"ENSG00000039560",300,309,272,121,128,103,133,308
"ENSG00000039600",27,9,30,8,18,11,9,27
"ENSG00000039650",511,522,500,383,374,292,303,494
"ENSG00000039987",135,137,137,83,66,65,43,138
"ENSG00000040199",3176,3217,2919,1605,1611,1561,1579,2735
"ENSG00000040275",153,210,162,119,147,136,100,151
"ENSG00000040341",1300,1315,1513,916,1033,838,938,1325
"ENSG00000040487",382,326,381,61,58,76,64,365
"ENSG00000040531",356,381,296,192,161,185,200,388
"ENSG00000040608",20,10,18,14,20,19,8,15
"ENSG00000040633",618,708,644,467,434,413,316,591
"ENSG00000040731",9,13,7,16,12,12,19,5
"ENSG00000040933",1419,1230,1411,3831,3839,3533,3516,1262
"ENSG00000041353",906,1063,1103,903,835,1349,920,899
"ENSG00000041357",2403,2660,2573,403,399,476,386,2495
"ENSG00000041515",11,12,13,37,29,62,27,10
"ENSG00000041802",996,1055,895,719,829,777,818,932
"ENSG00000041880",893,831,876,56,41,63,63,790
"ENSG00000041982",5645,4663,5144,197,205,239,233,4521
"ENSG00000041988",324,242,287,122,122,109,110,333
"ENSG00000042062",196,207,222,275,208,205,241,170
"ENSG00000042088",419,485,568,644,656,665,676,440
"ENSG00000042286",350,337,355,132,90,129,129,304
"ENSG00000042304",26,55,38,83,94,109,107,47
"ENSG00000042317",229,190,202,202,206,206,174,182
"ENSG00000042429",1416,1654,1441,1393,1539,1720,1562,1544
"ENSG00000042445",10355,9505,10817,604,621,564,559,10564
"ENSG00000042493",916,1097,1088,374,399,417,371,1020
"ENSG00000042753",730,703,779,462,493,469,430,853
"ENSG00000042781",140,158,154,122,135,65,123,157
"ENSG00000042813",1,1,0,1,5,11,7,2
"ENSG00000042832",42,27,66,115,228,160,87,52
"ENSG00000042980",792,617,680,1100,1185,1200,1096,687
"ENSG00000043039",369,350,306,55,55,48,58,336
"ENSG00000043093",3100,3597,3124,2685,2745,3138,2858,3399
"ENSG00000043143",1691,1472,1752,1228,964,990,1083,1653
"ENSG00000043355",0,0,0,5,9,0,7,0
"ENSG00000043462",543,495,520,3284,3188,3166,2990,517
"ENSG00000043514",535,553,480,380,378,366,340,545
"ENSG00000043591",81,99,108,30,30,34,27,97
"ENSG00000044012",2987,2471,3358,11,10,12,8,3224
"ENSG00000044090",591,472,699,158,129,207,127,528
"ENSG00000044115",9491,9538,9678,2683,2669,2524,2162,8996
"ENSG00000044446",959,751,821,798,900,814,764,870
"ENSG00000044459",368,408,396,410,437,525,398,419
"ENSG00000044524",291,297,286,54,88,80,74,258
"ENSG00000044574",3818,4068,3505,1303,1116,1075,1051,3407
"ENSG00000046604",12204,12914,11981,259,247,193,194,11917
"ENSG00000046647",177,186,187,128,102,114,124,193
"ENSG00000046651",1337,1418,1312,985,944,895,1016,1379
"ENSG00000046653",337,427,357,248,316,362,297,353
"ENSG00000046774",0,0,0,1,7,3,0,0
"ENSG00000046889",545,667,722,89,141,96,122,655
"ENSG00000047056",886,992,805,1252,1386,1302,1463,747
"ENSG00000047188",1615,2023,2041,1482,1629,1784,1710,1554
"ENSG00000047230",2413,2699,2418,232,277,340,322,2337
"ENSG00000047249",972,917,900,682,651,850,643,998
"ENSG00000047315",4012,3785,3483,2160,2074,2494,1910,4211
"ENSG00000047346",1950,2015,2025,1960,1952,2289,2191,2084
"ENSG00000047365",3391,3312,3381,3354,4014,3872,3760,3457
"ENSG00000047410",5118,6338,6314,4721,4601,4858,4161,4993
"ENSG00000047457",823,810,742,189,214,167,210,740
"ENSG00000047578",756,714,794,808,724,871,792,772
"ENSG00000047579",168,144,146,220,218,251,198,167
"ENSG00000047597",1957,2092,1964,1106,1114,1262,1224,1887
"ENSG00000047617",48,74,31,27,30,41,33,47
"ENSG00000047621",513,465,421,710,694,648,607,409
"ENSG00000047634",618,630,671,232,219,171,217,589
"ENSG00000047644",648,608,656,886,982,884,1006,702
"ENSG00000047648",185,211,215,93,72,77,61,187
"ENSG00000047662",11,14,25,61,72,28,63,28
"ENSG00000047849",3098,2844,2994,730,855,823,802,2816
"ENSG00000047932",1579,1721,1622,874,926,958,871,1800
"ENSG00000047936",4,11,2,29,15,72,26,2
"ENSG00000048028",783,984,816,982,920,940,859,912
"ENSG00000048052",460,343,347,1032,1007,1194,1024,389
"ENSG00000048140",649,513,590,272,263,233,239,630
"ENSG00000048162",207,172,187,119,120,114,150,181
"ENSG00000048342",414,465,496,1559,1608,1758,1594,375
"ENSG00000048392",1513,1553,1732,1354,1452,1420,1476,1509
"ENSG00000048405",1634,1363,1411,1157,1154,1267,992,1425
"ENSG00000048462",397,390,444,36,56,31,37,451
"ENSG00000048471",661,495,596,1444,1678,1440,1458,618
"ENSG00000048540",174,125,151,168,104,91,111,166
"ENSG00000048544",999,1082,1137,423,467,507,414,1057
"ENSG00000048545",0,2,3,8,3,3,2,2
"ENSG00000048649",2551,2541,2420,1757,1792,1396,1474,2332
"ENSG00000048707",4944,5275,5116,4643,4613,4231,4635,4363
"ENSG00000048740",1675,1539,1551,8531,8186,7676,7517,1529
"ENSG00000048828",3465,3395,3299,2223,2232,2031,2150,3303
"ENSG00000048991",473,515,429,741,664,661,684,514
"ENSG00000049089",51,33,42,76,68,78,88,68
"ENSG00000049130",1478,1698,1612,132,147,57,82,1686
"ENSG00000049167",413,412,459,269,292,309,225,432
"ENSG00000049192",119,125,116,102,80,101,80,105
"ENSG00000049239",2757,2772,3046,684,722,616,682,2993
"ENSG00000049245",2556,2768,2261,968,987,1156,1148,2345
"ENSG00000049246",533,548,468,138,181,268,186,521
"ENSG00000049247",0,3,0,12,19,11,28,0
"ENSG00000049249",266,222,280,599,570,635,540,236
"ENSG00000049283",224,173,264,36,52,33,62,224
"ENSG00000049323",961,1066,927,420,484,400,375,1141
"ENSG00000049449",1664,1701,1761,219,251,229,239,1680
"ENSG00000049540",449,412,394,351,323,325,392,413
"ENSG00000049541",288,266,350,259,290,203,254,295
"ENSG00000049618",4169,4415,4146,4415,4296,4149,4031,3827
"ENSG00000049656",2640,2658,3102,824,750,756,791,2840
"ENSG00000049759",4080,4179,3685,319,458,485,341,4247
"ENSG00000049768",8,4,8,11,12,10,18,2
"ENSG00000049769",107,81,65,118,103,90,102,105
"ENSG00000049860",2659,2849,2899,794,824,934,829,2752
"ENSG00000049883",268,314,337,284,354,327,423,368
"ENSG00000050030",151,118,177,78,82,99,104,137
"ENSG00000050130",1102,1051,1056,705,694,748,680,938
"ENSG00000050165",561,574,628,36,38,47,46,533
"ENSG00000050327",830,761,750,130,113,146,127,909
"ENSG00000050344",1082,1030,1107,1325,1491,1466,1532,1068
"ENSG00000050393",2788,2928,2956,321,289,332,286,2773
"ENSG00000050405",4615,4854,4748,289,316,339,216,4363
"ENSG00000050426",2032,2103,2118,769,778,767,682,1915
"ENSG00000050438",719,708,870,654,596,684,553,711
"ENSG00000050555",35,28,24,37,39,36,33,33
"ENSG00000050628",114,112,115,48,53,49,64,126
"ENSG00000050730",75,63,70,78,84,107,79,80
"ENSG00000050748",1591,1431,1552,1189,1150,1360,1220,1381
"ENSG00000050767",78,79,102,31,16,11,22,87
"ENSG00000050820",1350,1097,1371,20,20,10,37,1188
"ENSG00000051009",1497,1713,1546,401,395,398,344,1388
"ENSG00000051108",3053,2852,2928,1217,1174,1113,1081,2987
"ENSG00000051128",136,145,162,159,138,142,148,147
"ENSG00000051180",108,122,84,54,52,98,36,86
"ENSG00000051341",186,236,252,180,261,252,180,262
"ENSG00000051382",1514,1605,1446,1284,1256,1395,1237,1462
"ENSG00000051523",1863,1414,1954,2632,2511,2528,2525,1937
"ENSG00000051596",245,288,301,579,594,672,792,244
"ENSG00000051620",2947,2791,3363,1215,1190,1267,1102,3070
"ENSG00000051825",1263,1398,1445,969,1002,970,947,1296
"ENSG00000052126",3510,4214,3394,874,871,913,929,3893
"ENSG00000052344",4264,3980,4314,83,99,81,71,4136
"ENSG00000052723",1662,1671,1669,763,747,889,892,1421
"ENSG00000052749",345,437,445,500,553,497,480,344
"ENSG00000052795",1044,1190,1049,702,607,679,730,1030
"ENSG00000052802",1929,2063,1938,362,322,369,352,2003
"ENSG00000052841",2784,3240,3001,3076,3043,3102,2712,2826
"ENSG00000052850",27,39,30,26,19,9,25,20
"ENSG00000053108",40,45,61,174,186,142,199,52
"ENSG00000053254",5640,5415,5792,3744,3764,3774,3822,5131
"ENSG00000053328",73,78,81,9,13,17,12,91
"ENSG00000053371",2456,2257,2642,255,238,229,211,2463
"ENSG00000053372",895,845,1004,174,212,228,183,864
"ENSG00000053438",116,93,94,66,80,58,61,119
"ENSG00000053501",250,246,237,98,122,97,103,222
"ENSG00000053524",647,601,678,707,638,776,709,581
"ENSG00000053702",187,208,183,141,161,178,154,159
"ENSG00000053747",3235,3297,3004,177,154,210,176,2953
"ENSG00000053770",4010,4735,4412,1505,1531,1554,1434,4283
"ENSG00000053900",904,954,990,796,895,942,1016,947
"ENSG00000053918",479,557,495,363,277,231,268,590
"ENSG00000054116",1006,925,1130,542,468,526,490,1157
"ENSG00000054118",3638,4102,3455,2687,2780,2671,2783,3409
"ENSG00000054148",758,605,746,121,125,97,129,750
"ENSG00000054179",39,42,28,13,6,2,7,31
"ENSG00000054219",3240,3785,3690,2001,1910,1885,1852,3699
"ENSG00000054267",2044,2077,1936,2814,2739,2600,3001,1913
"ENSG00000054277",234,240,242,192,174,155,197,232
"ENSG00000054282",313,304,362,319,296,335,236,256
"ENSG00000054356",21,17,28,22,41,24,66,17
"ENSG00000054392",66,84,99,68,45,62,79,75
"ENSG00000054523",4622,4451,4175,1709,1660,1617,1449,3872
"ENSG00000054598",35,37,32,12,13,9,18,39
"ENSG00000054611",1155,1098,1174,989,914,982,969,1080
"ENSG00000054654",12323,11711,11900,13877,14543,14700,15893,11499
"ENSG00000054690",1821,1708,1962,170,181,115,204,1673
"ENSG00000054793",3911,3646,3535,200,269,217,204,3551
"ENSG00000054796",0,0,0,2,6,0,2,0
"ENSG00000054803",0,0,0,7,2,8,13,0
"ENSG00000054938",10,9,24,12,13,6,18,16
"ENSG00000054965",1360,1338,1462,2569,2214,2170,2000,1331
"ENSG00000054967",124,105,127,984,1185,961,905,132
"ENSG00000054983",2691,2928,2662,2092,1870,1960,1972,2774
"ENSG00000055044",910,922,941,635,614,661,592,953
"ENSG00000055070",1427,1320,1360,637,618,520,681,1393
"ENSG00000055118",196,195,178,49,34,38,50,194
"ENSG00000055130",1567,1667,1538,815,786,782,694,1516
"ENSG00000055147",866,947,918,326,412,435,432,921
"ENSG00000055163",729,656,775,3932,3908,3333,3739,644
"ENSG00000055208",1583,1701,1537,2039,2278,2386,2174,1449
"ENSG00000055211",1130,1142,1111,289,372,335,287,1110
"ENSG00000055332",3414,3511,3555,1904,1769,1818,1525,3253
"ENSG00000055483",547,490,466,499,416,389,487,457
"ENSG00000055609",5862,5695,6287,8185,8031,8173,7603,4991
"ENSG00000055732",379,388,430,251,261,271,268,335
"ENSG00000055813",38,38,37,6,4,6,4,58
"ENSG00000055917",3880,3816,4216,4069,4076,3912,3887,4012
"ENSG00000055950",693,613,704,224,226,194,210,692
"ENSG00000055955",48,87,61,106,114,100,95,62
"ENSG00000055957",17,26,24,26,49,33,27,31
"ENSG00000056050",176,196,192,105,80,107,80,208
"ENSG00000056097",3255,3452,3090,1822,1825,1902,1723,3076
"ENSG00000056277",154,183,189,154,152,150,135,217
"ENSG00000056291",7,5,5,7,5,8,9,3
"ENSG00000056487",0,0,0,31,21,17,27,8
"ENSG00000056558",231,237,216,586,643,594,579,239
"ENSG00000056586",2740,2801,3018,2677,2873,2315,2386,2827
"ENSG00000056736",405,411,409,125,84,120,106,381
"ENSG00000056972",1075,1014,1068,209,247,227,236,982
"ENSG00000056998",67,79,74,24,17,28,22,86
"ENSG00000057019",587,766,554,526,521,435,463,516
"ENSG00000057149",0,0,0,2,3,3,6,0
"ENSG00000057252",2226,2152,1914,1804,1845,1633,1702,2109
"ENSG00000057294",1541,1573,1626,152,150,123,128,1607
"ENSG00000057468",22,29,25,33,31,31,32,16
"ENSG00000057593",28,24,25,12,7,4,16,32
"ENSG00000057608",11166,11686,11774,2596,2431,2416,2404,11789
"ENSG00000057657",1161,1189,1017,659,655,662,655,987
"ENSG00000057663",1936,2031,1881,497,542,510,573,1993
"ENSG00000057704",3098,3504,3352,1524,1466,1397,1319,3476
"ENSG00000057757",828,833,924,1861,1944,1891,1748,788
"ENSG00000057935",794,850,801,317,362,248,305,784
"ENSG00000058056",262,286,254,219,231,186,261,264
"ENSG00000058063",5956,6522,6435,4681,4384,4583,4616,5695
"ENSG00000058085",767,796,797,60,84,59,72,733
"ENSG00000058091",390,389,421,628,745,793,702,253
"ENSG00000058262",4490,4598,4782,1834,1834,1529,1789,4527
"ENSG00000058272",4360,4682,4201,3701,3767,4047,3715,4283
"ENSG00000058335",23,22,21,63,83,57,52,25
"ENSG00000058404",46,86,44,106,78,96,102,56
"ENSG00000058453",505,460,544,282,216,239,230,479
"ENSG00000058600",614,613,678,272,293,294,236,512
"ENSG00000058668",2593,2470,2320,2955,2851,2457,2404,2450
"ENSG00000058673",7088,7737,7209,4987,5378,5439,5308,6654
"ENSG00000058729",671,815,848,410,411,408,357,677
"ENSG00000058799",511,489,476,336,322,322,310,515
"ENSG00000058804",816,874,949,695,537,563,546,880
"ENSG00000058866",339,418,368,396,312,330,426,298
"ENSG00000059122",687,542,635,255,409,310,270,520
"ENSG00000059145",392,315,381,386,392,359,292,398
"ENSG00000059377",532,583,682,3363,3483,3628,3514,638
"ENSG00000059378",1782,1776,1938,1469,1369,1249,1395,1703
"ENSG00000059573",4800,4724,5203,241,315,347,389,4682
"ENSG00000059588",876,945,1019,1005,886,949,769,861
"ENSG00000059691",334,315,302,240,281,298,258,305
"ENSG00000059728",4463,4472,4812,11610,11180,10993,10275,4405
"ENSG00000059758",1503,1708,1495,1707,1904,1986,1813,1584
"ENSG00000059769",309,327,285,72,66,80,70,306
"ENSG00000059804",548,454,529,3752,3925,3682,3875,507
"ENSG00000059915",271,203,321,47,54,60,66,284
"ENSG00000060069",574,594,538,564,590,383,560,516
"ENSG00000060138",1074,1284,1122,6646,6081,6046,5791,900
"ENSG00000060140",270,278,242,98,78,69,55,321
"ENSG00000060237",3506,3814,3595,5615,5155,5503,5278,3734
"ENSG00000060303",0,1,0,3,3,3,1,1
"ENSG00000060339",1935,2112,1850,1192,1263,1071,1335,1578
"ENSG00000060491",1612,1509,1696,938,927,666,768,1502
"ENSG00000060558",55,51,43,219,209,167,185,48
"ENSG00000060566",2665,2462,2423,27,26,11,14,2178
"ENSG00000060642",347,329,317,238,234,246,213,344
"ENSG00000060656",44,43,30,33,40,14,42,26
"ENSG00000060688",815,691,866,534,517,567,562,751
"ENSG00000060709",148,152,204,27,34,13,42,149
"ENSG00000060718",18,0,2,39,20,44,38,5
"ENSG00000060749",1334,1379,1249,991,910,1082,889,1129
"ENSG00000060762",1360,1428,1350,251,246,227,240,1499
"ENSG00000060971",1729,1576,1644,895,997,905,906,1534
"ENSG00000060982",723,751,750,623,657,631,590,688
"ENSG00000061273",618,457,500,624,636,606,548,472
"ENSG00000061337",43,158,60,45,53,51,47,63
"ENSG00000061455",66,53,72,75,49,20,218,113
"ENSG00000061492",0,0,0,1,8,12,6,0
"ENSG00000061656",455,386,424,19,28,23,24,460
"ENSG00000061676",10716,12070,11955,655,567,617,480,11288
"ENSG00000061794",1772,1895,1881,292,298,337,374,1800
"ENSG00000061918",344,340,291,161,184,193,163,317
"ENSG00000061936",1166,946,1150,1346,1424,1277,1378,1362
"ENSG00000061938",351,252,345,525,608,554,489,301
"ENSG00000061987",3825,4166,3935,4230,4211,4234,3859,3795
"ENSG00000062038",43,58,43,56,58,68,50,51
"ENSG00000062096",2,6,8,10,9,6,12,10
"ENSG00000062194",3338,3501,3430,1926,1812,2106,1945,3521
"ENSG00000062282",294,221,337,1611,1506,1569,1494,261
"ENSG00000062370",194,226,203,82,38,23,18,207
"ENSG00000062485",2585,2148,2375,1160,1141,1035,1047,2473
"ENSG00000062524",758,701,775,93,101,95,49,815
"ENSG00000062582",571,569,641,144,174,158,134,609
"ENSG00000062598",637,673,575,946,980,1017,961,621
"ENSG00000062650",3164,3528,3527,2405,2192,2296,2188,3728
"ENSG00000062716",8429,9090,8454,9656,9638,10562,9700,8590
"ENSG00000062725",2109,2314,2058,1178,1312,1257,1433,1946
"ENSG00000062822",395,279,474,175,238,153,221,432
"ENSG00000063015",41,60,48,106,114,78,143,51
"ENSG00000063046",21517,20404,21448,6623,6836,6718,6784,21183
"ENSG00000063127",44,30,35,122,101,62,69,37
"ENSG00000063169",184,217,229,69,91,97,102,186
"ENSG00000063176",932,793,877,91,98,81,105,849
"ENSG00000063177",7461,6098,7752,4974,4854,4426,4462,7567
"ENSG00000063180",68,48,64,43,41,20,28,53
"ENSG00000063241",447,358,446,75,54,49,65,433
"ENSG00000063244",1893,1752,1674,513,493,406,412,1531
"ENSG00000063245",6296,5383,6655,522,504,454,596,6084
"ENSG00000063322",895,762,753,372,420,420,363,785
"ENSG00000063438",33,51,78,55,52,42,44,27
"ENSG00000063515",0,0,0,0,0,0,0,0
"ENSG00000063587",513,468,474,308,309,336,274,486
"ENSG00000063601",754,800,813,1182,1239,1107,1177,800
"ENSG00000063660",326,252,361,32,40,29,29,389
"ENSG00000063761",174,136,157,114,80,99,87,137
"ENSG00000063854",1515,1217,1447,2804,2775,2312,2650,1464
"ENSG00000063978",1341,1636,1608,1105,1160,1075,1122,1476
"ENSG00000064012",1445,1479,1558,4128,4486,4512,4067,1452
"ENSG00000064042",452,470,367,112,64,69,51,438
"ENSG00000064102",403,518,355,372,298,345,277,435
"ENSG00000064115",1091,988,1188,825,831,809,722,1279
"ENSG00000064195",0,0,0,13,9,9,21,0
"ENSG00000064199",170,200,176,52,64,98,84,120
"ENSG00000064201",13,7,9,330,315,441,324,10
"ENSG00000064205",109,73,99,109,126,86,107,102
"ENSG00000064218",0,0,0,1,6,2,6,0
"ENSG00000064225",186,161,130,648,595,660,717,194
"ENSG00000064270",1237,1069,1274,73,56,76,84,1202
"ENSG00000064300",123,73,92,16,9,5,11,100
"ENSG00000064309",465,389,430,98,117,112,118,413
"ENSG00000064313",1173,1367,1290,1036,1052,1070,978,1224
"ENSG00000064393",4122,4056,4077,1298,1111,1053,1018,3862
"ENSG00000064419",1897,1750,1853,1396,1379,1486,1338,1876
"ENSG00000064489",23,31,97,24,5,23,15,51
"ENSG00000064490",380,420,526,264,323,257,219,462
"ENSG00000064545",201,132,217,81,44,105,54,204
"ENSG00000064547",156,146,117,220,222,223,182,135
"ENSG00000064601",2428,2327,2472,459,471,374,405,2369
