"","A1","A2","A3","B1","B2","B3","B4","B5","А4","А5"
"ENSG00000154727",1599,1793,1624,917,914,1089,983,717,1769,1539
"ENSG00000154734",1211,1112,1178,200,110,199,109,79,985,1523
"ENSG00000154736",655,676,637,86,78,72,87,44,637,578
"ENSG00000154743",414,492,530,348,325,403,363,343,466,325
"ENSG00000154760",494,421,384,993,1159,1074,999,809,348,485
"ENSG00000154764",1,2,1,87,106,104,108,121,2,1
"ENSG00000154767",1768,1972,1601,1594,1610,1494,1389,2285,1542,2113
"ENSG00000154781",670,770,611,445,615,518,521,1505,651,866
"ENSG00000154783",880,747,726,79,66,87,71,10,890,1071
"ENSG00000154803",2706,2545,2576,947,898,960,969,1727,2565,3509
"ENSG00000154813",1156,1215,1175,286,279,377,287,1129,1173,2116
"ENSG00000154814",1648,1638,1699,2673,2762,2720,2562,1106,1728,1233
"ENSG00000154822",692,763,718,1211,1179,1178,1262,1255,691,640
"ENSG00000154832",641,537,669,425,340,267,392,3790,561,1812
"ENSG00000154839",86,117,75,94,82,91,81,39,91,54
"ENSG00000154845",5104,4952,4802,4099,4383,4391,4078,2474,4820,3784
"ENSG00000154856",177,238,261,43,22,23,46,67,255,566
"ENSG00000154864",167,217,158,213,198,177,231,7,164,36
"ENSG00000154874",1563,1586,1345,1646,1709,2010,1844,211,1418,99
"ENSG00000154889",1037,1159,1107,1653,1793,1517,1718,4081,1061,975
"ENSG00000154898",163,204,157,159,152,167,144,34,196,48
"ENSG00000154914",491,478,483,11,38,32,22,10,500,633
"ENSG00000154917",185,152,169,131,125,76,92,146,150,384
"ENSG00000154920",39,29,66,49,35,40,43,31,44,47
"ENSG00000154928",33,36,32,2567,2663,2729,2370,635,53,22
"ENSG00000154930",1860,1764,1739,780,740,710,716,3832,1659,4877
"ENSG00000154945",990,1109,1100,464,421,412,438,738,994,1158
"ENSG00000154957",263,251,334,347,353,374,342,1161,226,340
"ENSG00000154975",57,29,78,24,6,6,20,3,24,29
"ENSG00000154978",2189,2100,2038,1463,1317,1304,1274,4862,2105,2696
"ENSG00000154997",109,135,101,380,373,415,327,217,103,67
"ENSG00000155008",1001,1276,1126,297,315,274,245,286,1066,928
"ENSG00000155011",5,13,20,11,8,11,22,0,5,6
"ENSG00000155016",310,366,352,302,257,310,258,216,360,260
"ENSG00000155026",51,56,63,75,61,70,59,17,47,6
"ENSG00000155034",290,293,323,327,313,363,325,242,328,112
"ENSG00000155052",51,28,44,67,54,62,62,1,32,29
"ENSG00000155066",673,529,613,156,194,167,157,49,633,983
"ENSG00000155070",3,1,2,0,2,4,0,8,5,2
"ENSG00000155085",365,474,424,325,314,379,291,168,443,196
"ENSG00000155087",0,0,0,3,1,3,3,0,0,3
"ENSG00000155090",847,863,858,159,129,149,159,1301,842,1763
"ENSG00000155093",452,394,436,101,96,77,112,439,432,666
"ENSG00000155096",10468,11487,11115,2411,2353,2510,2430,1765,10935,8432
"ENSG00000155097",2260,2191,2127,832,844,857,999,1251,2109,1594
"ENSG00000155099",135,141,134,1023,935,837,906,1918,135,180
"ENSG00000155100",527,472,486,389,302,328,338,116,451,265
"ENSG00000155111",811,975,878,1106,1106,1186,1116,978,828,911
"ENSG00000155115",625,604,651,155,136,152,176,1083,577,1421
"ENSG00000155158",3051,3455,2700,1409,1335,1278,1218,617,3020,1298
"ENSG00000155189",479,516,482,256,284,272,371,122,436,294
"ENSG00000155229",1075,1227,1347,971,1004,871,813,2766,1128,1476
"ENSG00000155249",0,0,0,8,7,6,15,0,0,0
"ENSG00000155252",597,562,618,263,244,196,175,1131,629,1245
"ENSG00000155254",189,283,240,22,29,25,27,810,227,768
"ENSG00000155256",1410,1173,1527,831,788,825,765,2554,1292,2049
"ENSG00000155265",53,53,65,126,115,166,101,766,71,255
"ENSG00000155269",1,0,0,21,32,15,34,0,0,2
"ENSG00000155275",343,267,327,496,544,492,488,294,335,296
"ENSG00000155287",237,210,296,271,308,303,255,2485,276,998
"ENSG00000155304",1412,1567,1486,436,443,498,480,393,1673,1152
"ENSG00000155307",307,311,286,662,773,754,603,607,308,250
"ENSG00000155313",2207,2594,2529,3182,3024,3262,3051,1081,2428,1111
"ENSG00000155324",1149,1271,1100,238,272,261,256,118,968,1155
"ENSG00000155329",441,566,516,175,161,185,146,245,545,555
"ENSG00000155330",784,1014,863,235,260,278,201,198,852,843
"ENSG00000155363",1227,1147,1193,619,599,469,482,2677,1278,3785
"ENSG00000155366",6443,5881,6592,396,415,435,408,3990,6497,16143
"ENSG00000155367",8,4,8,11,27,21,25,112,11,25
"ENSG00000155368",2274,1996,2370,133,138,158,144,818,2241,6499
"ENSG00000155380",944,1007,950,142,143,179,112,134,966,1055
"ENSG00000155393",709,723,850,638,770,634,628,898,808,661
"ENSG00000155428",12,21,15,10,11,12,11,99,19,33
"ENSG00000155438",574,597,616,303,269,282,274,684,521,668
"ENSG00000155463",1766,1629,1690,1244,1186,1123,1038,8390,1708,4673
"ENSG00000155465",7094,6936,6906,1563,1580,1270,1408,9242,6781,14533
"ENSG00000155495",0,0,0,8,7,12,11,0,0,0
"ENSG00000155506",3218,3414,3429,1501,1684,1259,1433,1957,2859,4217
"ENSG00000155508",1722,1831,1756,1679,1636,1726,1601,2882,1714,2283
"ENSG00000155511",104,106,98,147,137,122,153,14,118,24
"ENSG00000155530",24,28,15,33,24,45,43,15,35,3
"ENSG00000155542",270,217,233,32,57,35,47,47,269,372
"ENSG00000155545",3742,3790,4074,549,546,674,638,175,3590,2220
"ENSG00000155561",1672,1690,1801,1290,1290,1359,1342,2999,1804,2034
"ENSG00000155592",219,173,208,96,113,99,90,106,174,170
"ENSG00000155621",428,584,424,237,280,217,238,208,460,452
"ENSG00000155622",0,0,0,3,4,0,4,0,0,0
"ENSG00000155629",762,707,655,4507,4323,4122,3811,3666,691,602
"ENSG00000155636",481,408,490,267,326,288,245,286,583,490
"ENSG00000155657",4505,4926,4633,12032,12199,12169,10714,1149,4493,701
"ENSG00000155659",1765,1739,1981,209,201,248,218,188,1759,3177
"ENSG00000155660",3548,3062,3604,665,534,482,561,2854,3299,4238
"ENSG00000155666",339,416,387,113,96,63,117,281,392,603
"ENSG00000155714",44,45,50,48,59,60,69,2,49,7
"ENSG00000155719",29,53,61,98,67,83,96,11,37,16
"ENSG00000155729",823,761,761,873,937,759,815,510,704,573
"ENSG00000155744",2690,2652,2868,5000,4903,4695,4662,1071,2949,1156
"ENSG00000155749",67,150,76,412,413,299,338,97,85,31
"ENSG00000155754",20,15,18,76,80,12,33,156,51,41
"ENSG00000155755",163,212,206,106,104,70,102,74,189,194
"ENSG00000155760",683,641,663,10,5,11,12,35,721,1152
"ENSG00000155761",16,33,33,61,69,53,37,24,15,0
"ENSG00000155792",1082,990,1014,35,36,49,37,30,966,1012
"ENSG00000155816",28,55,26,63,43,48,54,3,17,34
"ENSG00000155827",1251,1075,1012,901,1141,987,1078,1862,941,953
"ENSG00000155833",2,5,1,11,61,11,31,19,1,0
"ENSG00000155846",1742,1790,2043,526,574,541,645,167,1888,1018
"ENSG00000155849",553,640,612,3076,3049,3133,3152,2091,651,334
"ENSG00000155850",3672,4284,3895,836,620,708,577,302,3782,2935
"ENSG00000155858",500,586,539,234,242,231,199,224,535,498
"ENSG00000155868",372,378,403,205,193,211,185,159,387,409
"ENSG00000155875",31,99,32,135,102,128,95,12,43,13
"ENSG00000155876",670,668,687,243,259,238,234,2293,685,2542
"ENSG00000155886",82,94,102,148,134,157,155,41,81,12
"ENSG00000155890",0,0,0,5,6,4,11,0,0,0
"ENSG00000155893",528,560,492,754,613,521,594,347,549,420
"ENSG00000155897",0,1,5,14,14,5,9,6,5,0
"ENSG00000155903",2042,2249,1933,2551,2604,2782,2767,809,2100,876
"ENSG00000155906",765,764,829,374,398,331,355,471,793,754
"ENSG00000155918",0,0,0,14,3,2,5,0,0,0
"ENSG00000155926",1187,1129,1300,7709,7694,7613,7326,8533,1219,811
"ENSG00000155957",1911,1941,2025,1945,1923,2086,2015,4736,2074,3224
"ENSG00000155959",754,900,833,306,261,236,292,531,888,1045
"ENSG00000155961",73,76,105,183,184,191,145,214,90,92
"ENSG00000155962",358,364,350,293,345,281,284,154,297,291
"ENSG00000155966",21,15,33,437,480,469,485,21,26,5
"ENSG00000155970",173,223,137,164,118,296,207,7,151,41
"ENSG00000155974",243,276,296,124,117,86,102,32,331,121
"ENSG00000155975",2195,2100,2135,733,696,714,686,715,1941,2125
"ENSG00000155980",33,50,38,34,44,36,40,36,47,105
"ENSG00000156006",967,996,1021,14,27,13,15,36,1154,1680
"ENSG00000156009",0,2,5,4,4,8,2,0,0,0
"ENSG00000156011",1951,2245,2166,198,229,286,245,55,2277,433
"ENSG00000156017",1581,1763,1724,434,433,538,498,189,1577,843
"ENSG00000156026",2147,2589,2212,542,455,497,385,504,2205,2187
"ENSG00000156030",2220,1643,1937,1019,1138,916,1007,1130,1747,1385
"ENSG00000156042",110,130,115,172,179,207,161,369,117,137
"ENSG00000156049",45,54,62,15,9,30,43,0,61,36
"ENSG00000156050",335,428,351,163,138,121,147,156,380,450
"ENSG00000156052",2912,2888,3104,3825,3559,3478,3177,2367,2729,2998
"ENSG00000156076",24,21,21,7,6,8,13,0,25,50
"ENSG00000156096",26,9,13,5,12,7,5,2,20,8
"ENSG00000156097",28,18,46,21,12,30,42,26,32,34
"ENSG00000156103",41,33,52,89,28,49,106,22,30,18
"ENSG00000156110",233,276,286,436,488,493,454,1205,249,454
"ENSG00000156113",829,887,823,214,185,148,212,85,910,1176
"ENSG00000156127",37,27,47,74,77,61,85,749,31,71
"ENSG00000156136",690,888,730,1082,1065,1264,1346,1016,622,665
"ENSG00000156140",21,22,16,45,21,28,46,0,15,11
"ENSG00000156150",122,141,158,45,40,52,37,116,116,243
"ENSG00000156162",1567,1708,1405,295,436,659,353,340,1378,982
"ENSG00000156170",386,375,429,204,275,238,237,179,370,427
"ENSG00000156171",1280,1254,1164,782,740,793,768,1654,1252,1912
"ENSG00000156172",104,106,121,71,82,80,82,69,106,72
"ENSG00000156194",86357,68992,89554,65823,72365,70512,75714,379,79555,193
"ENSG00000156206",10,3,10,28,41,23,30,46,5,1
"ENSG00000156218",1720,1685,1625,3255,3080,3156,3139,101,1659,253
"ENSG00000156219",124,137,145,60,60,69,70,6,116,144
"ENSG00000156222",1368,1410,1495,21,12,13,18,20,1520,2280
"ENSG00000156232",646,736,531,505,400,388,369,822,524,962
"ENSG00000156234",51,68,54,6,9,5,3,6,53,344
"ENSG00000156239",353,331,296,422,484,505,492,356,268,454
"ENSG00000156253",256,267,281,87,112,87,100,366,321,467
"ENSG00000156256",2303,2570,2529,927,908,865,834,868,2395,2164
"ENSG00000156261",2471,2460,2593,1385,1450,1534,1355,3985,2528,3550
"ENSG00000156265",239,195,183,592,581,590,630,1255,213,115
"ENSG00000156269",17,22,19,22,24,13,17,0,25,3
"ENSG00000156273",3957,4352,3658,9023,8845,9664,9571,2697,3825,1111
"ENSG00000156282",0,0,0,0,2,6,3,0,0,0
"ENSG00000156284",0,0,0,6,6,6,5,0,0,0
"ENSG00000156298",352,392,351,8,19,27,13,30,317,1234
"ENSG00000156299",270,288,247,1050,1000,1032,1017,1318,304,156
"ENSG00000156304",591,478,487,432,421,333,479,1182,462,1235
"ENSG00000156313",438,454,450,676,587,782,652,387,496,421
"ENSG00000156345",129,131,129,38,51,27,40,164,157,319
"ENSG00000156374",306,415,337,119,158,184,145,71,321,276
"ENSG00000156381",3105,2835,3223,230,272,217,199,671,3186,5109
"ENSG00000156384",169,175,121,89,78,81,84,183,156,173
"ENSG00000156395",5,2,4,46,58,127,69,19,4,14
"ENSG00000156398",910,713,768,448,474,478,420,435,782,680
"ENSG00000156411",1918,2125,2265,208,203,285,234,854,2099,3880
"ENSG00000156413",1058,867,1170,25,39,24,29,17,984,1568
"ENSG00000156414",27,16,41,134,95,91,121,152,28,23
"ENSG00000156427",22,21,14,11,11,12,7,7,25,51
"ENSG00000156453",2594,2385,2583,106,120,97,129,153,2467,3826
"ENSG00000156463",1324,1335,1239,85,71,58,62,73,1210,1536
"ENSG00000156466",21,15,21,26,29,24,30,1,17,36
"ENSG00000156467",7049,7021,7695,339,317,366,396,977,7856,13899
"ENSG00000156469",174,204,200,167,197,195,175,222,180,276
"ENSG00000156471",1775,1647,1664,1269,1234,1266,1099,3616,1679,2183
"ENSG00000156475",205,230,226,390,433,337,329,250,226,97
"ENSG00000156482",7936,6240,8184,3815,3768,3713,3892,27089,7873,16082
"ENSG00000156486",33,40,44,15,18,13,14,1,38,14
"ENSG00000156500",531,475,564,503,527,497,503,557,476,301
"ENSG00000156502",616,744,691,463,368,351,354,1039,658,975
"ENSG00000156504",458,413,462,427,423,479,449,1165,391,1062
"ENSG00000156508",242076,238068,244302,69199,70362,75546,73794,281992,243429,332575
"ENSG00000156509",16,22,18,23,30,33,24,5,22,6
"ENSG00000156510",4344,4042,4323,158,179,148,166,311,4119,6087
"ENSG00000156515",952,945,1048,1163,1189,1131,1106,6795,975,1407
"ENSG00000156521",426,375,430,295,298,252,292,1519,462,640
"ENSG00000156531",1093,1113,1139,766,797,854,785,369,1114,924
"ENSG00000156535",333,419,308,103,133,91,121,28,422,268
"ENSG00000156564",0,0,6,10,18,12,8,23,1,2
"ENSG00000156574",18,24,19,17,9,12,16,35,12,25
"ENSG00000156575",0,0,0,6,8,4,4,3,0,0
"ENSG00000156587",664,632,628,452,388,308,417,7464,655,1718
"ENSG00000156599",2045,2001,1975,1138,1067,1016,785,3703,2011,3513
"ENSG00000156603",204,164,162,96,105,78,79,405,182,253
"ENSG00000156639",862,944,790,1046,897,947,916,3278,849,2475
"ENSG00000156642",4948,4432,5126,1148,1119,1125,1075,2528,4897,7212
"ENSG00000156650",1244,1312,1267,1096,1110,1108,1076,283,1117,541
"ENSG00000156671",2036,2171,2038,1355,1569,1771,1455,682,2106,1676
"ENSG00000156675",10930,11112,11092,4910,5062,5028,4497,12546,10837,11324
"ENSG00000156687",764,826,809,45,67,63,53,6,760,585
"ENSG00000156689",5,0,4,11,11,17,6,1,10,6
"ENSG00000156697",287,333,283,209,219,186,185,802,291,425
"ENSG00000156709",1037,956,1118,234,251,209,208,1194,922,3541
"ENSG00000156711",2742,2546,2643,708,581,593,665,4010,2649,7212
"ENSG00000156735",1383,1310,1322,462,430,431,415,470,1290,839
"ENSG00000156738",40,54,25,1839,1655,1626,1280,3373,35,41
"ENSG00000156755",4,15,0,1,6,0,2,0,27,12
"ENSG00000156787",634,537,669,887,810,947,861,270,602,164
"ENSG00000156795",310,298,364,198,174,253,191,233,284,443
"ENSG00000156802",1246,1285,1389,502,605,517,682,194,1295,649
"ENSG00000156804",2472,2465,2375,317,270,350,243,1228,2245,2757
"ENSG00000156831",518,534,605,337,312,319,295,123,534,409
"ENSG00000156853",442,380,411,184,142,163,202,513,422,697
"ENSG00000156858",228,210,287,182,186,156,142,3188,180,1189
"ENSG00000156860",805,754,970,380,406,338,346,5386,927,2427
"ENSG00000156869",588,564,699,153,177,167,192,40,643,230
"ENSG00000156873",536,539,673,305,288,274,269,3738,569,1476
"ENSG00000156875",1352,1200,1277,938,1049,1070,991,1707,1311,1517
"ENSG00000156876",376,419,381,191,188,197,159,122,361,360
"ENSG00000156885",8,11,5,0,0,0,1,4,5,11
"ENSG00000156886",14,34,23,71,76,38,32,110,25,6
"ENSG00000156920",1044,1043,1086,84,80,77,75,6,1036,1452
"ENSG00000156925",0,0,0,21,14,6,17,1,0,0
"ENSG00000156928",328,322,340,169,164,153,194,924,379,682
"ENSG00000156931",2123,2254,2284,5474,5501,6555,5747,1538,1929,564
"ENSG00000156958",1870,1923,2157,667,722,781,650,501,1852,1482
"ENSG00000156959",15,15,29,15,29,25,49,3,6,16
"ENSG00000156966",2349,1942,2177,107,91,93,102,406,1987,3872
"ENSG00000156968",2303,1995,2125,965,950,907,839,386,2357,495
"ENSG00000156970",212,261,270,67,85,101,91,56,257,253
"ENSG00000156973",222,215,205,230,213,204,175,745,204,431
"ENSG00000156976",15093,15128,15607,4083,4142,4756,4601,6694,14946,16472
"ENSG00000156983",561,470,508,377,406,345,399,1297,466,568
"ENSG00000156990",411,371,400,258,271,204,247,1409,419,733
"ENSG00000157005",805,728,848,17,12,11,10,87,827,6126
"ENSG00000157014",780,783,854,1071,935,931,952,5121,765,2019
"ENSG00000157017",504,416,571,189,189,152,176,534,465,1233
"ENSG00000157020",4132,3657,4216,908,898,791,880,3355,3871,7617
"ENSG00000157021",0,0,0,2,0,3,3,0,0,0
"ENSG00000157036",291,276,231,411,384,350,370,270,300,185
"ENSG00000157045",258,183,213,182,172,152,201,681,212,406
"ENSG00000157060",13,14,3,9,9,7,8,3,13,1
"ENSG00000157064",57,41,24,23,29,54,59,9,66,52
"ENSG00000157077",1119,1278,1160,179,143,197,160,150,1020,697
"ENSG00000157087",15,37,12,63,75,27,61,1,10,25
"ENSG00000157093",1,0,1,8,1,3,4,0,1,3
"ENSG00000157103",204,185,267,268,308,272,231,65,192,70
"ENSG00000157106",12337,13279,12686,12951,13455,14888,13888,2403,12155,3296
"ENSG00000157107",2515,2299,2577,1726,1578,1452,1394,468,2617,1918
"ENSG00000157110",2458,2008,1269,308,282,283,271,94,2110,2542
"ENSG00000157111",207,189,191,5,11,1,11,22,219,481
"ENSG00000157119",1,1,0,2,2,4,4,0,1,0
"ENSG00000157131",46,29,29,2,2,7,11,0,32,31
"ENSG00000157150",212,166,164,1,4,1,6,4,184,293
"ENSG00000157152",41,28,36,11,13,24,20,38,27,108
"ENSG00000157168",169,171,184,306,295,298,305,476,184,113
"ENSG00000157181",1198,1486,1329,353,363,456,409,207,1455,1135
"ENSG00000157184",1635,1603,1638,469,516,476,420,1233,1600,3089
"ENSG00000157191",1212,1037,1136,1056,1069,1011,1082,5938,1269,1581
"ENSG00000157193",97,106,102,302,267,226,315,265,106,42
"ENSG00000157211",5,0,4,2,11,5,10,2,1,2
"ENSG00000157212",669,637,579,606,657,538,600,420,613,654
"ENSG00000157214",829,879,912,146,149,176,177,68,927,650
"ENSG00000157216",518,445,502,337,299,384,329,2169,443,1576
"ENSG00000157219",0,0,0,9,15,7,35,2,0,0
"ENSG00000157224",1435,1447,1418,415,474,588,488,148,1465,1267
"ENSG00000157227",2669,2227,2690,62,74,75,79,105,2749,4501
"ENSG00000157240",492,547,574,55,62,65,78,321,518,993
"ENSG00000157259",1546,1748,1600,1486,1351,1391,1469,822,1664,1802
"ENSG00000157303",132,68,117,175,178,144,148,1666,102,185
"ENSG00000157315",78,112,86,33,24,33,33,49,91,145
"ENSG00000157322",74,109,130,89,95,80,121,241,126,162
"ENSG00000157326",469,380,476,101,93,79,87,554,422,957
"ENSG00000157330",87,63,108,155,121,118,96,30,105,11
"ENSG00000157335",41,18,9,49,46,24,40,2,12,4
"ENSG00000157343",12,11,16,7,9,9,6,43,10,51
"ENSG00000157349",786,813,933,306,302,247,261,1199,768,1302
"ENSG00000157350",679,691,925,1205,1356,1054,1097,5316,799,704
"ENSG00000157353",853,846,955,332,356,267,307,702,922,645
"ENSG00000157368",50,50,57,15,21,13,22,42,52,81
"ENSG00000157379",522,531,538,154,131,104,124,927,547,1415
"ENSG00000157388",417,719,524,358,363,448,428,60,449,161
"ENSG00000157399",313,328,394,196,271,200,125,4,359,504
"ENSG00000157404",1014,964,857,89,104,102,122,65,968,982
"ENSG00000157423",40,32,18,86,74,84,84,33,32,16
"ENSG00000157426",621,530,474,356,314,487,357,338,468,376
"ENSG00000157429",262,297,246,354,368,305,365,106,328,120
"ENSG00000157445",33,28,59,138,134,128,107,406,19,21
"ENSG00000157450",845,895,848,942,1104,1199,1198,846,918,836
"ENSG00000157456",262,270,280,37,30,19,32,68,246,464
"ENSG00000157470",49,42,37,36,28,30,61,11,41,78
"ENSG00000157483",6874,7631,7087,195,317,228,294,231,7372,5018
"ENSG00000157500",3235,3306,3092,1344,1688,1858,1669,795,3077,1612
"ENSG00000157502",4,0,0,2,7,3,5,0,7,2
"ENSG00000157510",213,145,215,35,61,39,85,17,133,153
"ENSG00000157514",8215,8033,8369,2271,2394,2310,2128,35462,8111,15962
"ENSG00000157538",2418,2213,2220,1716,1648,1852,1747,1990,2368,2532
"ENSG00000157540",4916,5128,4898,6318,6070,6414,6300,1729,4899,2677
"ENSG00000157542",288,272,276,937,1002,831,1011,85,254,67
"ENSG00000157551",89,89,67,7932,7363,7679,7582,14101,85,32
"ENSG00000157554",146,123,150,50,50,35,58,25,122,236
"ENSG00000157557",6640,6358,6928,1088,1062,947,1017,1652,6689,9694
"ENSG00000157570",113,156,87,172,176,197,193,651,147,430
"ENSG00000157578",70,87,66,110,98,96,86,27,94,12
"ENSG00000157593",542,427,556,210,215,178,191,1235,487,1322
"ENSG00000157600",2657,2408,2694,1407,1320,1514,1255,4550,2452,3262
"ENSG00000157601",2586,2231,2413,1612,1613,1508,1383,3234,2506,2447
"ENSG00000157613",309,304,317,84,105,79,73,17,311,757
"ENSG00000157617",399,592,651,246,273,308,198,359,567,646
"ENSG00000157625",1100,1207,1203,960,1058,1148,972,820,1169,1347
"ENSG00000157637",2794,2420,3096,791,855,738,826,7186,2856,3840
"ENSG00000157653",32,10,8,25,21,10,16,11,12,8
"ENSG00000157654",179,31,16,65,13,0,10,0,71,40
"ENSG00000157657",117,168,177,90,112,71,135,74,132,146
"ENSG00000157680",46,29,66,99,87,88,84,23,49,17
"ENSG00000157693",287,289,225,245,252,293,201,1304,250,435
"ENSG00000157703",5,6,7,23,13,12,15,7,0,7
"ENSG00000157734",171,207,190,389,394,371,333,1099,191,76
"ENSG00000157741",2245,2824,2376,1635,2126,1952,1769,593,2040,1084
"ENSG00000157764",2689,2861,2693,2779,2891,2714,2725,1039,2569,837
"ENSG00000157765",150,145,173,175,167,164,159,2,175,55
"ENSG00000157766",22,40,18,41,68,35,67,15,31,17
"ENSG00000157778",410,418,493,156,174,195,151,839,452,852
"ENSG00000157782",75,46,86,85,94,68,92,14,49,94
"ENSG00000157796",498,571,489,467,474,595,452,365,385,435
"ENSG00000157800",1098,1078,1091,905,796,947,816,661,1088,1156
"ENSG00000157823",1075,1227,1163,930,989,1100,918,1329,1112,852
"ENSG00000157827",949,1058,841,317,294,257,204,172,794,882
"ENSG00000157833",52,63,103,91,85,226,88,193,72,77
"ENSG00000157837",951,899,905,940,935,900,927,1398,1008,1276
"ENSG00000157851",47,43,52,66,79,78,64,17,29,19
"ENSG00000157856",7,3,7,35,24,9,11,19,0,3
"ENSG00000157869",554,586,556,304,368,417,475,215,387,324
"ENSG00000157870",300,246,319,42,48,29,38,622,292,843
"ENSG00000157873",1508,1242,1538,461,421,441,381,6240,1468,3726
"ENSG00000157881",95,58,59,48,84,38,48,204,64,74
"ENSG00000157884",2,0,1,6,1,5,0,0,3,2
"ENSG00000157890",230,291,242,539,456,528,483,30,168,11
"ENSG00000157895",406,314,385,381,335,281,328,694,381,289
"ENSG00000157911",269,200,261,72,64,72,125,328,210,337
"ENSG00000157916",2896,2589,3075,1300,1318,1477,1245,7054,3199,5749
"ENSG00000157927",63,57,67,29,25,34,26,7,69,65
"ENSG00000157933",689,451,577,432,645,460,449,2217,729,956
"ENSG00000157954",1520,1483,1520,964,969,809,972,4509,1491,2948
"ENSG00000157965",0,0,0,0,1,0,1,0,0,0
"ENSG00000157978",477,576,558,771,886,698,775,5830,469,779
"ENSG00000157985",2652,2325,2345,344,325,297,285,178,2314,1426
"ENSG00000157992",388,368,400,11,23,22,17,158,389,1357
"ENSG00000157999",65,69,73,65,62,65,78,9,54,15
"ENSG00000158006",1137,1098,1154,469,641,522,614,1251,1102,1508
"ENSG00000158008",3,0,4,26,15,13,37,0,4,3
"ENSG00000158014",82,100,86,63,66,68,89,53,104,94
"ENSG00000158019",379,355,320,522,450,424,430,1841,363,685
"ENSG00000158022",21,21,16,12,17,17,17,1,17,33
"ENSG00000158023",381,412,455,585,580,557,601,187,418,109
